machine,working_set_bytes,footprint_bytes,node_spacing_bytes,traversal_order,N_per_batch,unit,n_samples,median,mean,sd,q1,q3,iqr,p5,p95,min,max,n_outliers,outlier_fraction,num_nodes,warmup_steps,warmup_laps,seed,migrated_excluded,logical_cpu,source_raw_file
charnwood,23168,23168,64,sequential,1000,TSC_ticks_per_access,1000000,10.896,22.253113372,342.10258356651303,10.75,11.218,0.46799999999999997,10.63,11.316,9.018,40938.636,22193,0.022193,362,10000,27.624,20260904,0,6,capacity_ws23168_sp64_seq_charnwood_20260910-183600.csv.gz
charnwood,25280,25280,64,sequential,1000,TSC_ticks_per_access,1000000,10.968,22.486095033999998,342.645763780074,10.902,11.312,0.41000000000000014,10.848,11.378,10.6,20495.888,12594,0.012594,395,10000,25.316,20260904,0,6,capacity_ws25280_sp64_seq_charnwood_20260910-183600.csv.gz
charnwood,27520,27520,64,sequential,1000,TSC_ticks_per_access,1000000,10.894,22.33430123400002,340.7724637335058,10.83,11.246,0.41600000000000037,10.754,11.314,10.16,20501.192,15148,0.015148,430,10000,23.256,20260904,0,6,capacity_ws27520_sp64_seq_charnwood_20260910-183600.csv.gz
charnwood,30016,30016,64,sequential,1000,TSC_ticks_per_access,1000000,11.228,22.70473695800001,345.24220765431244,10.96,11.376,0.4159999999999986,10.83,11.466,9.414,37537.65,19262,0.019262,469,10000,21.322,20260904,0,6,capacity_ws30016_sp64_seq_charnwood_20260910-183600.csv.gz
charnwood,32768,32768,64,sequential,1000,TSC_ticks_per_access,1000000,11.766,24.004226120000002,353.97005620753185,11.692,11.862,0.16999999999999993,11.42,12.306,10.908,20510.152,154377,0.154377,512,10000,19.531,20260904,0,6,capacity_ws32768_sp64_seq_charnwood_20260910-161412.csv.gz
charnwood,32768,32768,64,sequential,1000,TSC_ticks_per_access,1000000,11.504,23.378187825999998,355.1944544199792,11.236,11.636,0.3999999999999986,11.118,11.702,10.594,30720.788,10094,0.010094,512,10000,19.531,20260904,0,6,capacity_ws32768_sp64_seq_charnwood_20260910-183600.csv.gz
charnwood,35712,35712,64,sequential,1000,TSC_ticks_per_access,1000000,15.442,30.438650352,404.17961705706165,14.0,15.732,1.7319999999999993,13.466,16.314,12.992,27313.998,7623,0.007623,558,10000,17.921,20260904,0,6,capacity_ws35712_sp64_seq_charnwood_20260910-183600.csv.gz
charnwood,38912,38912,64,sequential,1000,TSC_ticks_per_access,1000000,16.034,32.51899354799998,411.0156859602755,15.716,16.408,0.692000000000002,15.558,16.726,15.252,23908.872,18247,0.018247,608,10000,16.447,20260904,0,6,capacity_ws38912_sp64_seq_charnwood_20260910-183600.csv.gz
charnwood,42432,42432,64,sequential,1000,TSC_ticks_per_access,1000000,16.898,33.66593122,418.207178780455,16.032,17.162,1.129999999999999,14.858,17.848,12.142,23930.638,35329,0.035329,663,10000,15.083,20260904,0,6,capacity_ws42432_sp64_seq_charnwood_20260910-183600.csv.gz
charnwood,46336,46336,64,sequential,1000,TSC_ticks_per_access,1000000,24.468,46.866356116,494.6833694633655,19.602,25.758,6.155999999999999,18.074,26.086,16.838,23989.228,8461,0.008461,724,10000,13.812,20260904,0,6,capacity_ws46336_sp64_seq_charnwood_20260910-161412.csv.gz
charnwood,46336,46336,64,sequential,1000,TSC_ticks_per_access,1000000,17.21,34.98716934000001,426.0590408325731,16.946,17.676,0.7299999999999969,16.802,17.912,16.494,20530.72,8851,0.008851,724,10000,13.812,20260904,0,6,capacity_ws46336_sp64_seq_charnwood_20260910-183600.csv.gz
charnwood,65536,65536,64,sequential,1000,TSC_ticks_per_access,1000000,25.666,51.29945508199999,516.2120143366286,24.568,25.816,1.2479999999999976,24.266,26.136,17.334,20586.046,23382,0.023382,1024,10000,9.766,20260904,0,6,capacity_ws65536_sp64_seq_charnwood_20260910-161412.csv.gz
