machine,working_set_bytes,footprint_bytes,node_spacing_bytes,traversal_order,N_per_batch,unit,n_samples,median,mean,sd,q1,q3,iqr,p5,p95,min,max,n_outliers,outlier_fraction,num_nodes,warmup_steps,warmup_laps,seed,migrated_excluded,logical_cpu,source_raw_file
sunbird,370688,370688,64,sequential,1000,TSC_ticks_per_access,1000000,15.54,15.664084044000008,0.9039080620684777,15.468,15.616,0.1479999999999997,15.372,15.76,15.096,124.404,35181,0.035181,5792,10000,1.727,20260904,0,4125,capacity_ws370688_sp64_seq_sunbird_20260910-021306.csv.gz
sunbird,524288,524288,64,sequential,1000,TSC_ticks_per_access,1000000,15.524,15.639936563999996,0.8750238285775849,15.448,15.608,0.16000000000000014,15.336,15.756,15.04,56.125,33292,0.033292,8192,10000,1.221,20260904,0,4125,capacity_ws524288_sp64_seq_sunbird_20260910-021306.csv.gz
sunbird,741440,741440,64,sequential,1000,TSC_ticks_per_access,1000000,15.568,15.685549080999998,0.8744507192192799,15.496,15.644,0.1479999999999997,15.396,15.784,15.092,111.7,34223,0.034223,11585,11585,1.000,20260904,0,4125,capacity_ws741440_sp64_seq_sunbird_20260910-021306.csv.gz
sunbird,1048576,1048576,64,sequential,1000,TSC_ticks_per_access,1000000,15.536,15.653683712000008,0.8596573024238082,15.468,15.612,0.14400000000000013,15.368,15.752,15.104,67.22,34211,0.034211,16384,16384,1.000,20260904,0,4125,capacity_ws1048576_sp64_seq_sunbird_20260910-021306.csv.gz
sunbird,1482880,1482880,64,sequential,1000,TSC_ticks_per_access,1000000,15.556,15.673615789999994,0.8873002880245653,15.484,15.628,0.14400000000000013,15.388,15.772,15.124,128.028,35209,0.035209,23170,23170,1.000,20260904,0,4125,capacity_ws1482880_sp64_seq_sunbird_20260910-021306.csv.gz
sunbird,2097152,2097152,64,sequential,1000,TSC_ticks_per_access,1000000,15.54,15.690805305000005,1.0626497573882767,15.468,15.62,0.15199999999999925,15.372,15.768,15.068,73.425,36973,0.036973,32768,32768,1.000,20260904,0,4125,capacity_ws2097152_sp64_seq_sunbird_20260910-021306.csv.gz
sunbird,2965760,2965760,64,sequential,1000,TSC_ticks_per_access,1000000,15.556,15.670662583000002,0.8670420609870685,15.484,15.628,0.14400000000000013,15.384,15.768,15.12,72.096,34545,0.034545,46340,46340,1.000,20260904,0,4125,capacity_ws2965760_sp64_seq_sunbird_20260910-021306.csv.gz
sunbird,4194304,4194304,64,sequential,1000,TSC_ticks_per_access,1000000,15.548,15.666796687000005,0.8685961621721094,15.476,15.624,0.1479999999999997,15.38,15.768,15.076,75.164,34670,0.03467,65536,65536,1.000,20260904,0,4125,capacity_ws4194304_sp64_seq_sunbird_20260910-021306.csv.gz
sunbird,5931584,5931584,64,sequential,1000,TSC_ticks_per_access,1000000,15.576,15.683817055999999,0.8050823084200873,15.5,15.652,0.15199999999999925,15.4,15.792,15.088,104.848,33361,0.033361,92681,92681,1.000,20260904,0,4125,capacity_ws5931584_sp64_seq_sunbird_20260910-021306.csv.gz
sunbird,8388608,8388608,64,sequential,1000,TSC_ticks_per_access,1000000,15.556,15.673754194000008,0.8668672995979982,15.484,15.632,0.1479999999999997,15.384,15.776,15.084,77.744,34751,0.034751,131072,131072,1.000,20260904,0,4125,capacity_ws8388608_sp64_seq_sunbird_20260910-021306.csv.gz
sunbird,11863232,11863232,64,sequential,1000,TSC_ticks_per_access,1000000,15.58,15.690186999000005,0.8532668431204152,15.504,15.656,0.15200000000000102,15.404,15.8,15.092,93.544,32627,0.032627,185363,185363,1.000,20260904,0,4125,capacity_ws11863232_sp64_seq_sunbird_20260910-021306.csv.gz
sunbird,16777216,16777216,64,sequential,1000,TSC_ticks_per_access,1000000,15.576,15.690077109000002,0.8511369618653217,15.504,15.652,0.1479999999999997,15.404,15.796,15.128,127.676,34590,0.03459,262144,262144,1.000,20260904,0,4125,capacity_ws16777216_sp64_seq_sunbird_20260910-021306.csv.gz
